,ano,nome_regiao,nome_uf,label_cor,label_sexo,ivs_renda_e_trabalho,idhm,prosp_soc,t_analf_15m,t_desocup18m,t_p18m_fundin_informal,espvida,renda_per_capita,mchefe_fmenor,vulner_dia,pea15a17,t_scarteira_18m,t_setorpublico_18m,t_contapropria_18m,t_empregador_18m,t_formal_18m
0,2018,CENTRO-OESTE,Distrito Federal,Branco,Mulher,0.173,0.884,Muito Alto,1.7,9.91,14.15,79.92,1942.46,47806.0,9098.0,4402.0,18.61,32.31,13.57,3.52,73.59
1,2019,CENTRO-OESTE,Distrito Federal,Branco,Mulher,0.173,0.906,Muito Alto,2.18,11.36,10.64,81.55,2159.85,50999.0,7071.0,7412.0,16.58,26.47,16.29,4.44,70.3
2,2020,CENTRO-OESTE,Distrito Federal,Branco,Mulher,0.165,0.874,Muito Alto,1.88,10.19,11.44,77.95,1889.47,56934.0,10047.0,3630.0,15.61,26.87,16.76,6.35,72.54
3,2021,CENTRO-OESTE,Distrito Federal,Branco,Mulher,0.174,0.876,Muito Alto,1.75,11.2,9.89,78.63,1779.42,46110.0,12427.0,1247.0,18.09,28.87,16.22,4.2,72.48
4,2022,CENTRO-OESTE,Distrito Federal,Branco,Mulher,0.147,0.912,Muito Alto,1.4,9.34,9.25,81.41,2078.16,63351.0,9616.0,4628.0,19.44,26.96,15.21,4.89,71.51
5,2018,CENTRO-OESTE,Goiás,Branco,Mulher,0.197,0.821,Muito Alto,4.1,8.4,24.85,77.18,1022.56,79407.0,30679.0,12690.0,24.59,20.56,20.73,5.54,63.75
6,2019,CENTRO-OESTE,Goiás,Branco,Mulher,0.198,0.824,Muito Alto,3.95,8.37,26.16,77.56,936.76,97919.0,26842.0,10111.0,20.8,21.9,19.77,5.4,66.52
7,2020,CENTRO-OESTE,Goiás,Branco,Mulher,0.232,0.808,Muito Alto,2.91,11.46,22.27,75.56,819.47,97571.0,19393.0,7955.0,21.01,21.15,18.9,4.79,67.43
8,2021,CENTRO-OESTE,Goiás,Branco,Mulher,0.232,0.801,Muito Alto,3.52,10.68,23.23,75.37,857.37,115727.0,31081.0,8473.0,20.17,18.26,25.88,4.92,64.61
9,2022,CENTRO-OESTE,Goiás,Branco,Mulher,0.14,0.849,Muito Alto,2.92,5.61,19.57,78.08,1173.78,108906.0,19014.0,14133.0,21.46,19.34,25.01,5.4,65.71
10,2018,CENTRO-OESTE,Mato Grosso,Branco,Mulher,0.192,0.817,Muito Alto,3.8,6.87,26.15,77.3,1024.84,51534.0,12107.0,6321.0,21.65,21.96,15.23,5.99,64.11
11,2019,CENTRO-OESTE,Mato Grosso,Branco,Mulher,0.145,0.828,Muito Alto,4.43,4.33,26.2,77.39,1098.91,46880.0,8812.0,5188.0,20.87,20.23,21.24,6.06,68.95
12,2020,CENTRO-OESTE,Mato Grosso,Branco,Mulher,0.191,0.828,Muito Alto,3.4,8.52,20.19,76.41,1136.48,60929.0,9087.0,7549.0,20.9,20.55,19.81,7.35,68.19
13,2021,CENTRO-OESTE,Mato Grosso,Branco,Mulher,0.199,0.792,Muito Alto,2.83,8.92,21.82,75.19,878.21,57692.0,10592.0,4658.0,20.37,19.78,18.94,4.59,68.16
14,2022,CENTRO-OESTE,Mato Grosso,Branco,Mulher,0.143,0.844,Muito Alto,3.9,4.21,21.3,78.05,1194.27,47802.0,8559.0,7165.0,22.85,19.16,20.28,6.0,65.72
15,2018,CENTRO-OESTE,Mato Grosso do Sul,Branco,Mulher,0.198,0.821,Muito Alto,4.17,7.39,24.86,77.6,1121.56,41993.0,14662.0,4647.0,18.64,22.89,21.41,5.07,67.24
16,2019,CENTRO-OESTE,Mato Grosso do Sul,Branco,Mulher,0.204,0.823,Muito Alto,3.65,7.55,25.35,77.36,1111.89,51064.0,18134.0,7941.0,22.89,20.54,24.24,7.42,62.52
17,2020,CENTRO-OESTE,Mato Grosso do Sul,Branco,Mulher,0.223,0.805,Muito Alto,2.71,10.49,22.73,75.35,1021.61,58281.0,12195.0,3608.0,23.74,24.03,16.52,9.25,70.63
18,2021,CENTRO-OESTE,Mato Grosso do Sul,Branco,Mulher,0.216,0.797,Muito Alto,3.13,8.93,23.38,75.32,967.33,70044.0,17518.0,4006.0,22.47,26.57,19.48,6.13,72.18
19,2022,CENTRO-OESTE,Mato Grosso do Sul,Branco,Mulher,0.152,0.836,Muito Alto,2.77,4.68,20.53,78.16,1236.96,65816.0,12804.0,6602.0,19.65,21.15,20.65,6.24,69.95
20,2018,NORDESTE,Alagoas,Branco,Mulher,0.393,0.762,Muito Alto,10.55,14.63,34.39,75.45,660.2,28910.0,17668.0,1204.0,18.67,27.72,24.22,2.37,67.37
21,2019,NORDESTE,Alagoas,Branco,Mulher,0.387,0.746,Muito Alto,12.71,12.45,37.85,75.16,584.22,29770.0,20843.0,1569.0,24.56,28.83,23.7,3.25,60.17
22,2020,NORDESTE,Alagoas,Branco,Mulher,0.442,0.735,Alto,14.73,18.41,36.78,72.81,551.56,31213.0,23757.0,719.0,21.33,34.1,20.39,3.16,64.18
23,2021,NORDESTE,Alagoas,Branco,Mulher,0.416,0.734,Muito Alto,9.7,17.22,31.2,73.6,534.0,40247.0,22128.0,2606.0,26.06,25.12,23.11,3.08,58.47
24,2022,NORDESTE,Alagoas,Branco,Mulher,0.343,0.758,Muito Alto,10.82,12.2,32.7,75.1,627.29,47202.0,20941.0,2258.0,31.47,26.8,19.6,4.17,59.32
25,2018,NORDESTE,Bahia,Branco,Mulher,0.365,0.758,Muito Alto,12.6,14.04,38.86,74.98,695.7,103519.0,102536.0,7525.0,25.31,23.18,24.17,3.83,53.07
26,2019,NORDESTE,Bahia,Branco,Mulher,0.335,0.77,Muito Alto,10.08,14.11,34.84,74.89,741.11,109485.0,99477.0,12328.0,27.39,18.25,22.89,3.44,53.32
27,2020,NORDESTE,Bahia,Branco,Mulher,0.368,0.768,Muito Alto,9.33,17.63,32.01,73.8,778.1,122052.0,62925.0,7227.0,27.35,23.86,19.17,4.99,58.01
28,2021,NORDESTE,Bahia,Branco,Mulher,0.43,0.75,Muito Alto,10.71,22.36,34.19,73.32,681.27,126904.0,88969.0,6247.0,31.22,23.38,16.62,2.3,54.24
29,2022,NORDESTE,Bahia,Branco,Mulher,0.326,0.787,Muito Alto,9.49,14.63,31.29,75.14,764.22,100776.0,74369.0,13557.0,26.1,21.66,28.19,4.13,51.74
30,2018,NORDESTE,Ceará,Branco,Mulher,0.284,0.783,Muito Alto,8.65,9.95,30.4,75.84,770.44,100673.0,103767.0,5587.0,25.36,17.8,23.97,4.64,51.38
31,2019,NORDESTE,Ceará,Branco,Mulher,0.251,0.805,Muito Alto,8.98,8.67,29.53,76.59,881.52,96712.0,76362.0,4187.0,24.21,20.13,25.27,4.74,53.69
32,2020,NORDESTE,Ceará,Branco,Mulher,0.276,0.807,Muito Alto,7.83,11.31,27.6,75.39,939.85,85692.0,56264.0,4240.0,23.14,22.09,24.6,5.23,55.45
33,2021,NORDESTE,Ceará,Branco,Mulher,0.39,0.767,Muito Alto,7.58,17.4,29.07,73.35,644.66,112194.0,65818.0,6050.0,28.68,20.45,23.05,3.73,50.4
34,2022,NORDESTE,Ceará,Branco,Mulher,0.239,0.798,Muito Alto,8.19,8.53,28.89,76.38,719.1,117231.0,63023.0,4772.0,25.55,21.43,24.91,4.14,57.81
35,2018,NORDESTE,Maranhão,Branco,Mulher,0.337,0.754,Muito Alto,10.93,11.11,34.19,74.29,530.72,52458.0,40233.0,5045.0,28.36,27.29,26.08,2.86,54.97
36,2019,NORDESTE,Maranhão,Branco,Mulher,0.359,0.767,Muito Alto,10.6,13.59,31.8,75.03,552.98,52593.0,43100.0,4390.0,26.99,28.15,25.29,4.04,53.66
37,2020,NORDESTE,Maranhão,Branco,Mulher,0.314,0.762,Muito Alto,7.94,12.95,29.57,73.67,525.66,61119.0,38595.0,2963.0,28.92,31.3,26.77,3.11,56.79
38,2021,NORDESTE,Maranhão,Branco,Mulher,0.398,0.748,Alto,7.33,15.41,28.93,74.37,502.25,61205.0,37897.0,4344.0,25.04,26.49,27.13,2.69,56.94
39,2022,NORDESTE,Maranhão,Branco,Mulher,0.307,0.774,Muito Alto,8.34,11.49,26.04,75.12,649.61,63760.0,39727.0,3397.0,30.73,28.4,23.32,4.39,50.58
40,2018,NORDESTE,Paraíba,Branco,Mulher,0.329,0.764,Muito Alto,9.54,10.5,36.54,74.93,754.45,46926.0,44315.0,3787.0,29.2,22.26,21.99,4.47,52.34
41,2019,NORDESTE,Paraíba,Branco,Mulher,0.398,0.76,Alto,9.9,14.51,39.32,75.28,702.5,50449.0,35110.0,2368.0,27.05,23.9,23.91,4.81,59.12
42,2020,NORDESTE,Paraíba,Branco,Mulher,0.398,0.754,Muito Alto,7.19,17.35,31.87,73.59,596.22,46743.0,27249.0,1298.0,27.65,26.77,27.04,3.03,63.9
43,2021,NORDESTE,Paraíba,Branco,Mulher,0.399,0.759,Muito Alto,8.17,13.95,32.13,74.17,622.63,63705.0,36684.0,2409.0,24.52,29.42,24.75,3.88,56.88
44,2022,NORDESTE,Paraíba,Branco,Mulher,0.329,0.78,Muito Alto,8.87,12.5,31.4,75.8,793.2,51661.0,25331.0,2808.0,27.59,25.19,29.36,4.13,54.9
45,2018,NORDESTE,Pernambuco,Branco,Mulher,0.334,0.782,Muito Alto,9.08,14.62,29.13,75.64,716.02,124831.0,86627.0,4956.0,24.83,22.06,19.18,4.28,60.9
46,2019,NORDESTE,Pernambuco,Branco,Mulher,0.31,0.796,Muito Alto,8.82,12.55,30.36,76.23,823.19,100431.0,74780.0,5806.0,25.16,21.66,22.04,3.84,58.13
47,2020,NORDESTE,Pernambuco,Branco,Mulher,0.331,0.785,Muito Alto,6.84,15.14,25.4,73.89,715.63,123872.0,55135.0,5419.0,21.21,23.44,21.19,5.6,62.66
48,2021,NORDESTE,Pernambuco,Branco,Mulher,0.409,0.755,Alto,7.97,22.35,28.26,73.54,593.51,170901.0,98374.0,2600.0,22.18,18.83,25.88,4.95,56.35
49,2022,NORDESTE,Pernambuco,Branco,Mulher,0.324,0.794,Muito Alto,7.23,13.81,27.41,76.17,703.26,187439.0,85872.0,6362.0,26.72,17.84,25.51,2.9,52.84
50,2018,NORDESTE,Piauí,Branco,Mulher,0.291,0.78,Muito Alto,10.7,9.16,31.42,75.87,737.7,21240.0,22422.0,3171.0,24.47,27.8,21.29,6.14,59.91
51,2019,NORDESTE,Piauí,Branco,Mulher,0.338,0.763,Muito Alto,12.47,10.31,34.36,74.6,713.86,15337.0,26455.0,2436.0,26.25,24.64,24.81,4.2,53.45
52,2020,NORDESTE,Piauí,Branco,Mulher,0.373,0.754,Muito Alto,10.1,12.11,28.82,73.53,624.79,21492.0,15957.0,2078.0,27.0,25.52,22.51,5.79,56.19
53,2021,NORDESTE,Piauí,Branco,Mulher,0.41,0.744,Muito Alto,10.36,14.28,35.04,73.4,577.42,23528.0,20694.0,1066.0,25.24,29.34,25.98,1.0,52.36
54,2022,NORDESTE,Piauí,Branco,Mulher,0.29,0.801,Muito Alto,11.02,8.95,30.62,76.51,831.25,32978.0,20391.0,3409.0,23.42,27.68,20.18,6.89,60.29
55,2018,NORDESTE,Rio Grande do Norte,Branco,Mulher,0.276,0.78,Muito Alto,7.88,11.09,29.52,76.5,779.23,50475.0,34997.0,3812.0,27.83,26.08,21.28,5.42,56.48
56,2019,NORDESTE,Rio Grande do Norte,Branco,Mulher,0.287,0.789,Muito Alto,8.85,9.78,30.03,76.79,825.93,59713.0,29851.0,1242.0,26.04,22.68,20.24,4.12,59.58
57,2020,NORDESTE,Rio Grande do Norte,Branco,Mulher,0.32,0.772,Muito Alto,6.19,14.21,28.52,75.06,755.17,70569.0,21851.0,1713.0,18.04,26.26,21.54,2.44,70.19
58,2021,NORDESTE,Rio Grande do Norte,Branco,Mulher,0.343,0.76,Muito Alto,5.59,15.64,27.76,74.56,698.71,55786.0,31572.0,1650.0,22.92,22.32,24.57,8.37,58.75
59,2022,NORDESTE,Rio Grande do Norte,Branco,Mulher,0.247,0.785,Muito Alto,8.06,8.92,26.46,76.44,749.09,57742.0,34994.0,2907.0,24.03,25.42,22.03,3.55,59.58
60,2018,NORDESTE,Sergipe,Branco,Mulher,0.399,0.752,Muito Alto,10.29,14.18,38.16,74.98,754.18,14473.0,14192.0,1835.0,26.3,28.87,23.9,4.02,53.44
61,2019,NORDESTE,Sergipe,Branco,Mulher,0.322,0.778,Muito Alto,9.39,12.75,32.79,75.41,927.46,25191.0,13603.0,926.0,22.15,21.56,19.43,8.75,59.94
62,2020,NORDESTE,Sergipe,Branco,Mulher,0.342,0.778,Muito Alto,8.0,16.12,29.74,74.71,879.66,24795.0,3747.0,1547.0,17.9,26.36,24.8,9.85,65.12
63,2021,NORDESTE,Sergipe,Branco,Mulher,0.398,0.767,Muito Alto,7.36,15.11,34.97,73.81,733.53,20520.0,16084.0,149.0,21.29,23.87,24.94,4.5,58.43
64,2022,NORDESTE,Sergipe,Branco,Mulher,0.284,0.779,Muito Alto,9.81,9.99,30.88,75.58,762.96,27534.0,16344.0,2010.0,26.88,20.14,21.91,4.33,56.94
65,2018,NORTE,Acre,Branco,Mulher,0.273,0.793,Muito Alto,5.58,11.35,21.76,76.17,803.09,6984.0,3357.0,920.0,23.84,34.42,14.9,4.11,60.65
66,2019,NORTE,Acre,Branco,Mulher,0.305,0.795,Muito Alto,5.05,14.43,22.3,76.3,819.95,6925.0,3210.0,315.0,25.65,36.36,19.34,4.72,62.52
67,2020,NORTE,Acre,Branco,Mulher,0.237,0.796,Muito Alto,3.26,10.48,18.24,74.25,699.89,7913.0,3745.0,155.0,16.36,28.79,17.8,2.78,65.27
68,2021,NORTE,Acre,Branco,Mulher,0.355,0.78,Muito Alto,6.04,21.56,22.24,74.46,691.59,5533.0,2792.0,578.0,17.96,34.67,18.85,3.88,65.47
69,2022,NORTE,Acre,Branco,Mulher,0.262,0.8,Muito Alto,4.6,10.69,19.9,76.38,751.72,9351.0,3922.0,455.0,25.59,35.62,17.41,2.22,59.28
70,2018,NORTE,Amapá,Branco,Mulher,0.326,0.797,Muito Alto,5.45,18.4,18.13,75.0,750.95,6314.0,4064.0,641.0,22.56,39.28,16.36,4.59,63.59
71,2019,NORTE,Amapá,Branco,Mulher,0.418,0.783,Muito Alto,4.96,20.9,17.16,75.49,637.8,6190.0,5335.0,153.0,22.7,32.66,24.35,3.77,54.19
72,2020,NORTE,Amapá,Branco,Mulher,0.382,0.761,Muito Alto,5.6,21.15,20.83,74.49,577.76,5107.0,4016.0,262.0,28.9,36.7,14.78,4.62,60.83
73,2021,NORTE,Amapá,Branco,Mulher,,,,,,,,,,,,,,,,
74,2022,NORTE,Amapá,Branco,Mulher,0.199,0.787,Muito Alto,3.86,8.33,19.84,75.8,674.91,8786.0,1946.0,626.0,22.91,36.74,25.54,1.14,62.81
75,2018,NORTE,Amazonas,Branco,Mulher,0.283,0.8,Muito Alto,3.89,14.71,20.47,75.97,849.9,22285.0,27239.0,5246.0,16.02,23.64,20.9,2.46,60.72
76,2019,NORTE,Amazonas,Branco,Mulher,0.315,0.798,Muito Alto,2.76,15.84,17.69,75.96,816.77,22567.0,20319.0,2396.0,19.63,20.87,24.58,4.43,53.35
77,2020,NORTE,Amazonas,Branco,Mulher,0.314,0.798,Muito Alto,3.31,17.44,14.6,74.37,802.88,23104.0,11944.0,2796.0,15.22,21.7,19.12,7.48,59.14
78,2021,NORTE,Amazonas,Branco,Mulher,0.356,0.77,Muito Alto,2.89,19.28,17.87,73.84,668.53,21562.0,24266.0,2458.0,22.38,20.63,27.2,2.93,53.07
79,2022,NORTE,Amazonas,Branco,Mulher,0.245,0.816,Muito Alto,3.81,11.1,16.08,76.52,796.7,35709.0,17994.0,3973.0,27.95,22.89,22.66,3.2,55.31
80,2018,NORTE,Pará,Branco,Mulher,0.349,0.787,Muito Alto,5.81,13.12,26.83,75.71,886.35,44985.0,48676.0,5901.0,24.77,21.4,23.69,5.54,52.13
81,2019,NORTE,Pará,Branco,Mulher,0.309,0.774,Muito Alto,5.49,10.52,27.81,76.14,718.63,51352.0,60446.0,3161.0,23.12,21.93,29.6,5.48,47.94
82,2020,NORTE,Pará,Branco,Mulher,0.279,0.771,Muito Alto,4.28,10.97,26.72,74.73,715.34,63027.0,42732.0,4950.0,24.08,26.55,25.05,5.2,48.87
83,2021,NORTE,Pará,Branco,Mulher,0.35,0.775,Muito Alto,4.65,13.14,23.97,75.03,713.21,64233.0,41542.0,2143.0,20.23,23.64,27.48,5.83,55.48
84,2022,NORTE,Pará,Branco,Mulher,0.305,0.782,Muito Alto,5.47,10.76,28.77,75.63,782.84,57561.0,44965.0,6259.0,27.74,18.41,30.3,4.58,45.55
85,2018,NORTE,Rondônia,Branco,Mulher,0.236,0.799,Muito Alto,6.77,6.9,34.46,76.81,875.63,14249.0,9777.0,2447.0,21.72,25.87,14.16,4.95,62.19
86,2019,NORTE,Rondônia,Branco,Mulher,0.281,0.771,Muito Alto,6.56,11.6,30.29,75.75,783.32,18922.0,10801.0,1314.0,19.47,22.77,22.12,3.62,58.2
87,2020,NORTE,Rondônia,Branco,Mulher,0.229,0.789,Muito Alto,3.39,8.87,23.85,75.07,804.37,26547.0,7762.0,1508.0,11.22,24.71,26.48,2.63,69.23
88,2021,NORTE,Rondônia,Branco,Mulher,0.29,0.758,Muito Alto,4.39,13.0,29.15,73.6,615.61,26561.0,9175.0,475.0,14.24,22.76,23.59,2.7,60.66
89,2022,NORTE,Rondônia,Branco,Mulher,0.193,0.766,Muito Alto,3.89,4.72,29.53,75.77,803.98,31659.0,7123.0,1431.0,18.55,30.59,22.62,2.97,55.59
90,2018,NORTE,Roraima,Branco,Mulher,0.222,0.845,Muito Alto,3.12,11.17,15.12,77.59,1226.89,5135.0,2700.0,310.0,21.4,44.01,12.58,4.77,72.55
91,2019,NORTE,Roraima,Branco,Mulher,0.275,0.812,Muito Alto,4.34,13.29,15.72,76.42,896.33,5142.0,3773.0,134.0,28.59,28.66,18.69,9.63,58.63
92,2020,NORTE,Roraima,Branco,Mulher,0.35,0.795,Muito Alto,3.17,17.24,15.0,75.38,760.73,3399.0,2444.0,210.0,24.99,33.09,25.0,2.85,55.7
93,2021,NORTE,Roraima,Branco,Mulher,0.271,0.805,Muito Alto,2.82,12.95,14.84,76.16,968.46,6544.0,3752.0,284.0,35.32,34.72,15.07,8.1,60.12
94,2022,NORTE,Roraima,Branco,Mulher,0.154,0.814,Muito Alto,4.28,5.42,14.31,76.04,810.59,5948.0,2367.0,471.0,22.45,34.06,20.45,0.84,66.63
95,2018,NORTE,Tocantins,Branco,Mulher,0.265,0.807,Muito Alto,7.39,11.13,27.51,76.14,966.52,11672.0,3718.0,739.0,29.64,32.06,16.22,4.4,67.48
96,2019,NORTE,Tocantins,Branco,Mulher,0.224,0.826,Muito Alto,4.29,9.42,23.68,76.69,1006.01,16263.0,7846.0,634.0,33.67,34.23,17.57,7.47,64.62
97,2020,NORTE,Tocantins,Branco,Mulher,0.275,0.8,Muito Alto,5.01,10.52,22.0,74.91,815.61,13582.0,6023.0,0.0,35.83,37.8,17.83,3.62,68.89
98,2021,NORTE,Tocantins,Branco,Mulher,0.321,0.787,Muito Alto,9.57,11.93,24.36,75.12,716.64,16980.0,8296.0,207.0,28.49,32.94,18.07,6.9,64.78
99,2022,NORTE,Tocantins,Branco,Mulher,0.164,0.822,Muito Alto,5.68,5.0,22.17,76.77,951.19,16882.0,6036.0,373.0,28.27,40.66,15.81,4.45,71.68
100,2018,SUDESTE,Espírito Santo,Branco,Mulher,0.215,0.828,Muito Alto,4.0,8.31,28.58,77.77,1111.66,51435.0,22727.0,5821.0,19.77,20.37,19.88,4.59,64.35
101,2019,SUDESTE,Espírito Santo,Branco,Mulher,0.211,0.833,Muito Alto,4.62,8.09,27.15,78.34,1245.42,54691.0,20910.0,5191.0,20.36,19.06,22.01,5.19,63.65
102,2020,SUDESTE,Espírito Santo,Branco,Mulher,0.223,0.806,Muito Alto,3.7,10.25,24.41,75.8,994.25,59783.0,19999.0,6329.0,17.2,24.8,22.08,3.59,66.93
103,2021,SUDESTE,Espírito Santo,Branco,Mulher,0.241,0.804,Muito Alto,4.15,10.03,24.22,76.12,957.44,63537.0,25986.0,4663.0,18.65,20.6,26.06,5.38,68.19
104,2022,SUDESTE,Espírito Santo,Branco,Mulher,0.176,0.822,Muito Alto,3.78,5.15,26.02,77.93,1102.33,65060.0,23504.0,6034.0,21.61,18.18,20.75,5.51,64.41
105,2018,SUDESTE,Minas Gerais,Branco,Mulher,0.242,0.814,Muito Alto,3.72,9.68,28.73,77.52,1090.32,277966.0,127070.0,37832.0,20.94,19.03,19.33,6.03,65.66
106,2019,SUDESTE,Minas Gerais,Branco,Mulher,0.231,0.826,Muito Alto,3.45,8.98,27.99,77.99,1078.21,285721.0,122758.0,36242.0,19.67,16.55,20.41,5.65,67.06
107,2020,SUDESTE,Minas Gerais,Branco,Mulher,0.27,0.811,Muito Alto,3.04,12.64,26.43,75.86,941.11,321717.0,105641.0,34532.0,18.69,19.46,17.79,5.56,71.01
108,2021,SUDESTE,Minas Gerais,Branco,Mulher,0.264,0.806,Muito Alto,3.21,11.33,25.74,75.53,904.05,354795.0,137232.0,24265.0,20.81,18.59,20.23,4.47,65.78
109,2022,SUDESTE,Minas Gerais,Branco,Mulher,0.176,0.836,Muito Alto,3.47,5.16,25.21,78.11,1029.95,404961.0,92247.0,27091.0,20.36,20.21,18.28,7.04,68.27
110,2018,SUDESTE,Rio de Janeiro,Branco,Mulher,0.23,0.856,Muito Alto,1.71,13.22,18.97,79.02,1453.56,282738.0,59188.0,10057.0,16.23,19.31,24.02,3.96,69.53
111,2019,SUDESTE,Rio de Janeiro,Branco,Mulher,0.238,0.864,Muito Alto,1.77,14.52,18.15,79.46,1601.74,305824.0,61116.0,8404.0,16.98,18.78,23.69,3.97,67.2
112,2020,SUDESTE,Rio de Janeiro,Branco,Mulher,0.272,0.847,Muito Alto,1.5,16.34,17.16,77.37,1359.83,339195.0,66234.0,6375.0,15.97,20.04,22.32,4.16,69.65
113,2021,SUDESTE,Rio de Janeiro,Branco,Mulher,0.29,0.831,Muito Alto,1.34,18.37,16.62,77.11,1287.11,339010.0,85723.0,11018.0,15.52,19.18,26.27,3.79,67.63
114,2022,SUDESTE,Rio de Janeiro,Branco,Mulher,0.196,0.859,Muito Alto,1.62,11.04,15.54,79.09,1409.2,346562.0,72577.0,15632.0,18.7,18.66,24.04,3.27,65.85
115,2018,SUDESTE,São Paulo,Branco,Mulher,0.212,0.861,Muito Alto,2.11,11.3,20.6,78.66,1454.19,1003523.0,216632.0,147934.0,17.05,13.15,18.64,5.7,67.79
116,2019,SUDESTE,São Paulo,Branco,Mulher,0.206,0.868,Muito Alto,2.08,11.33,20.38,78.94,1462.18,1162725.0,214700.0,128129.0,16.66,13.17,17.94,4.26,68.93
117,2020,SUDESTE,São Paulo,Branco,Mulher,0.236,0.846,Muito Alto,1.63,13.39,18.6,76.72,1239.64,1306544.0,237795.0,76123.0,15.07,12.75,18.83,4.64,71.13
118,2021,SUDESTE,São Paulo,Branco,Mulher,0.26,0.841,Muito Alto,1.69,15.06,18.77,76.66,1198.04,1301397.0,258837.0,69554.0,15.06,13.62,20.07,3.7,70.6
119,2022,SUDESTE,São Paulo,Branco,Mulher,0.177,0.86,Muito Alto,2.19,8.83,18.3,78.98,1324.46,1331846.0,202342.0,109454.0,16.48,12.58,20.95,4.49,70.34
120,2018,SUL,Paraná,Branco,Mulher,0.191,0.824,Muito Alto,3.91,7.75,26.58,77.41,1156.97,339858.0,82715.0,37468.0,16.35,17.49,19.08,5.55,70.29
121,2019,SUL,Paraná,Branco,Mulher,0.192,0.821,Muito Alto,2.82,8.46,23.94,77.2,1127.3,372057.0,66640.0,28788.0,17.13,18.4,20.13,5.2,68.41
122,2020,SUL,Paraná,Branco,Mulher,0.222,0.812,Muito Alto,2.51,10.17,22.32,75.39,965.24,401547.0,86601.0,29727.0,14.0,16.93,20.23,5.05,71.57
123,2021,SUL,Paraná,Branco,Mulher,0.2,0.806,Muito Alto,2.49,8.44,23.39,75.68,929.47,384157.0,92033.0,22975.0,13.98,16.03,22.88,5.01,72.62
124,2022,SUL,Paraná,Branco,Mulher,0.15,0.836,Muito Alto,3.17,5.22,21.46,77.8,1056.26,420346.0,59124.0,40664.0,17.84,17.08,19.79,4.09,70.56
125,2018,SUL,Rio Grande do Sul,Branco,Mulher,0.214,0.824,Muito Alto,2.2,8.04,28.52,78.48,1169.6,383970.0,105688.0,54942.0,16.89,15.57,19.71,4.11,69.5
126,2019,SUL,Rio Grande do Sul,Branco,Mulher,0.208,0.82,Muito Alto,2.15,7.74,27.38,78.61,1197.94,416355.0,100391.0,42895.0,16.4,16.39,21.15,4.2,69.61
